"year","scouting_data","county","nearby_town","growth_stage","pest_pathogen","pest_pathogen_sp","severity","field_number"
2014,"18-Aug","Bradford","","R5","Pathogen","Downy mildew",1,1
2014,"21-Aug","York","","R6","Pathogen","Downy mildew",2,1
2014,"21-Aug","York","","R6","Pathogen","Sudden death syndrome",1,1
2014,"25-Aug","Bradford","","R5","Pathogen","Septoria brown spot",3,1
2014,"25-Aug","Bradford","","R5","Pathogen","Frogeye leaf spot",1,1
2014,"25-Aug","Bradford","","R5","Pathogen","Downy mildew",1,1
2014,"25-Aug","Armstrong","","R5","Pathogen","Septoria brown spot",1,1
2014,"25-Aug","Armstrong","","R5","Pathogen","Downy mildew",1,1
2014,"25-Aug","Columbia","","R5","Pathogen","Septoria brown spot",1,1
2014,"25-Aug","Columbia","","R5","Pathogen","Downy mildew",1,1
2014,"25-Aug","Northumberland","","R6","Pathogen","Septoria brown spot",1,1
2014,"25-Aug","Northumberland","","R6","Pathogen","Downy mildew",1,1
2014,"25-Aug","Mercer","","R5","Pathogen","Septoria brown spot",1,1
2014,"02-Sept","Schuylkill","","R5","Pathogen","Septoria brown spot",1,1
2014,"31-Aug","Bradford","","R6","Pathogen","Septoria brown spot",3,1
2014,"31-Aug","Bradford","","R6","Pathogen","Frogeye leaf spot",1,1
2014,"31-Aug","Bradford","","R6","Pathogen","Downy mildew",1,1
2014,"28-Aug","York","","R6","Pathogen","Downy mildew",2,1
2014,"26-Aug","Mckean","","R5","Pathogen","Septoria brown spot",3,NA
2014,"15-Sept","Mercer","","R6","Pathogen","Septoria brown spot",1,1
2014,"15-Sept","Mercer","","R6","Pathogen","Brown stem rot",2,1
2014,"12-Sept","Potter","","R5","Pathogen","Downy mildew",2,1
2014,"12-Sept","Mckean","","R5","Pathogen","Septoria brown spot",2,NA
2014,"12-Sept","Elk","","R5","Pathogen","Downy mildew",1,1
2024,"08-Jul","Potter","Ulysses","V5-V7","Pathogen","Septoria brown spot",1,1
2024,"08-Jul","Columbia","Mainville","R3","Pathogen","Septoria brown spot",1,1
2019,"09-Jul","Union","","R2","Pathogen","Septoria brown spot",1,1
2019,"08-Jul","Crawford","","V8","Pathogen","Septoria brown spot",1,1
2019,"07-Jul","Potter","","V1-V3","Pathogen","Septoria brown spot",1,1
2019,"03-Jul","Centre","","V2","Pathogen","Downy mildew",1,1
2019,"02-Jul","York","","R2","Pathogen","Bacterial pustule",1,1
2020,"08-Sept","Bulter","North woshington","R6","Pathogen","Septoria brown spot",2,1
2020,"08-Sept","Beaver","Fombell","R6","Pathogen","Cercospora leaf blight",1,1
2020,"08-Sept","Beaver","Fombell","R6","Pathogen","Frogeye leaf spot",2,1
2020,"07-Sept","Crawford","Woodcock","R6","Pathogen","Frogeye leaf spot",1,1
2020,"07-Sept","Crawford","Woodcock","R6","Pathogen","Septoria brown spot",1,1
2020,"04-Sept","Perry","","R6","Pathogen","Cercospora leaf blight",1,1
2021,"05-Jun","Blair","Williamsburg","V1","Pathogen","Septoria brown spot",1,1
2021,"04-Jun","Northumberland","Riverside","V2","Pathogen","Cercospora leaf blight",1,1
2020,"06-Jul","Crawford","Woodcock","V5-V7","Pathogen","Septoria brown spot",1,1
2020,"06-Jul","Blair","Sinking Valley","V6","Pathogen","Septoria brown spot",1,1
2020,"04-Jul","Montgomery","","V9","Pathogen","Septoria brown spot",1,1
2018,"07-Aug","Bedford","","","Pathogen","Septoria brown spot",3,1
2018,"06-Aug","Cambria","","V4","Pathogen","Septoria brown spot",3,1
2018,"06-Aug","Crawford","","R2-R3","Pathogen","Septoria brown spot",1,1
2018,"06-Aug","Mckean","","R2","Pathogen","Septoria brown spot",4,1
2018,"06-Aug","Northumberland","","R5","Pathogen","Soybean vein necrosis",1,1
2018,"06-Aug","Union","","R2","Pathogen","Downy mildew",1,1
2018,"06-Aug","Centre","","R2","Pathogen","Downy mildew",3,1
2018,"06-Aug","Centre","","R2","Pathogen","Frogeye leaf spot",1,1
2021,"06-Jul","Beaver","Fombell","V5","Pathogen","Cercospora leaf blight",2,1
2021,"06-Jul","Montgomery","Souderton","R2","Pathogen","Septoria brown spot",1,1
2021,"06-Jul","Northumberland","Riverside","R2","Pathogen","Septoria brown spot",1,1
2021,"05-Jul","Bedford","Portage","R1","Pathogen","Septoria brown spot",1,1
2021,"05-Jul","Blair","Williamsburg","R1","Pathogen","Septoria brown spot",1,1
2019,"06-Aug","Montgomery","","R3","Pathogen","Septoria brown spot",2,1
2019,"05-Aug","Mercer","","R3","Pathogen","Septoria brown spot",1,1
2019,"05-Aug","Mercer","","R3","Pathogen","Frogeye leaf spot",1,1
2019,"05-Aug","Bradford","","R3","Pathogen","Frogeye leaf spot",1,1
2019,"05-Aug","Adams","","R3","Pathogen","Septoria brown spot",1,1
2019,"05-Aug","Bedford","Cessna","R5","Pathogen","Downy mildew",1,1
2019,"05-Aug","Bedford","Cessna","R5","Pathogen","Septoria brown spot",1,1
2019,"05-Aug","Bedford","Cessna","R5","Pathogen","Frogeye leaf spot",1,1
2019,"05-Aug","Cambria","Loretto","R5","Pathogen","Downy mildew",1,1
2019,"05-Aug","Cambria","Loretto","R5","Pathogen","Septoria brown spot",1,1
2019,"05-Aug","Cambria","Loretto","R5","Pathogen","Frogeye leaf spot",1,1
2019,"05-Aug","Blair","Williamsburg","R5","Pathogen","Downy mildew",1,1
2019,"05-Aug","Blair","Williamsburg","R5","Pathogen","Frogeye leaf spot",1,1
2019,"05-Aug","Blair","Williamsburg","R5","Pathogen","Phyllosticta leaf spot",1,1
2019,"05-Aug","Lancaster","Landisville","R5","Pathogen","Frogeye leaf spot",1,1
2019,"05-Aug","Lancaster","Landisville","R5","Pathogen","Septoria brown spot",2,1
2019,"04-Aug","Potter","Ellisburg","R1","Pathogen","Frogeye leaf spot",1,1
2019,"04-Aug","Potter","Ellisburg","R1","Pathogen","Septoria brown spot",1,1
2019,"04-Aug","Mckean","","R1","Pathogen","Septoria brown spot",1,1
2019,"02-Aug","Northumberland","","R6","Pathogen","Frogeye leaf spot",1,1
2019,"02-Aug","Northumberland","","R6","Pathogen","Septoria brown spot",1,1
2019,"02-Aug","Union","","R5","Pathogen","Septoria brown spot",1,1
2022,"01-Jul","Beaver","Fombell","V3","Pathogen","Frogeye leaf spot",1,1
2018,"04-Sept","Crawford","","R6","Pathogen","Septoria brown spot",1,1
2018,"04-Sept","Union","","R5","Pathogen","Downy mildew",1,1
2018,"04-Sept","Union","","R5","Pathogen","Septoria brown spot",1,1
2018,"04-Sept","Northumberland","","R7","Pathogen","Soybean mosaic",1,1
2018,"04-Sept","Northumberland","","R7","Pathogen","Frogeye leaf spot",1,1
2018,"2 Septemebr","Potter","","R4-R5","Pathogen","White mold",1,1
2018,"2 Septemebr","Potter","","R4-R5","Pathogen","Frogeye leaf spot",1,1
2018,"2 Septemebr","Potter","","R4-R5","Pathogen","Septoria brown spot",1,1
2018,"2 Septemebr","Potter","","R4-R5","Pathogen","Downy mildew",1,1
2018,"31-Aug","Blair","","R6","Pathogen","Septoria brown spot",1,1
2018,"31-Aug","Blair","","R6","Pathogen","Frogeye leaf spot",1,1
2018,"31-Aug","Blair","","R6","Pathogen","White mold",1,1
2018,"31-Aug","Blair","","R6","Pathogen","Downy mildew",1,1
2018,"30-Aug","Cambria","","R6","Pathogen","Septoria brown spot",1,1
2018,"30-Aug","Cambria","","R6","Pathogen","Frogeye leaf spot",1,1
2018,"30-Aug","Cambria","","R6","Pathogen","Frogeye leaf spot",1,1
2018,"30-Aug","Cambria","","R6","Pathogen","Sudden death syndrome",1,1
2018,"30-Aug","Bradford","","R5","Pathogen","Septoria brown spot",1,1
2018,"30-Aug","Bradford","","R5","Pathogen","Frogeye leaf spot",1,1
2018,"30-Aug","Bradford","","R5","Pathogen","White mold",1,1
2018,"29-Aug","Butler","","R5","Pathogen","Sudden death syndrome",1,1
2018,"29-Aug","Butler","","R5","Pathogen","Alfalfa mosaic virus",1,1
2018,"29-Aug","Butler","","R5","Pathogen","Septoria brown spot",1,1
2018,"31-Jul","Lancaster","","R4","Pathogen","Septoria brown spot",1,1
2018,"31-Jul","Westmoreland","","R3","Pathogen","Septoria brown spot",1,1
2018,"30-Jul","Armstrong","","R3","Pathogen","Septoria brown spot",1,1
2018,"30-Jul","Bradford","","R3","Pathogen","Septoria brown spot",2,1
2018,"30-Jul","Union","","R2","Pathogen","Septoria brown spot",1,1
2018,"30-Jul","Crawford","","R2","Pathogen","Septoria brown spot",1,1
2018,"30-Jul","Mckean","","V10","Pathogen","Septoria brown spot",4,1
2018,"28-Jul","Butler","","R1-R3","Pathogen","Septoria brown spot",1,1
2018,"26-Jul","Centre","","R1","Pathogen","Downy mildew",4,1
2018,"26-Jul","Centre","","R1","Pathogen","Frogeye leaf spot",1,1
2018,"26-Jul","Centre","","R1","Pathogen","Alfalfa mosaic virus",4,1
2021,"30-Aug","Franklin","Mercerburg","R6","Pathogen","Frogeye leaf spot",1,1
2021,"30-Aug","Somerset","Berlin","R6","Pathogen","Downy mildew",1,1
2021,"30-Aug","Somerset","Berlin","R6","Pathogen","Frogeye leaf spot",1,1
2021,"29-Aug","Cameron","Emporium","R6","Pathogen","Septoria brown spot",2,1
2021,"27-Aug","Centre","Bellefonte","R6","Pathogen","White mold",2,1
2021,"27-Aug","Centre","Bellefonte","R6","Pathogen","Septoria brown spot",1,1
2021,"27-Aug","Centre","Bellefonte","R6","Pathogen","Downy mildew",1,1
2021,"27-Aug","Centre","Bellefonte","R6","Pathogen","Sudden death syndrome",5,1
2021,"23-Aug","Cambria","Portage","R6","Pathogen","Bacterial blight",1,1
2021,"23-Aug","Cambria","Portage","R6","Pathogen","Frogeye leaf spot",1,1
2021,"23-Aug","Cambria","Portage","R6","Pathogen","Septoria brown spot",1,1
2021,"23-Aug","Cambria","Portage","R6","Pathogen","Brown stem rot",1,1
2021,"23-Aug","Bedford","Paris","R6","Pathogen","Septoria brown spot",1,1
2021,"23-Aug","Bedford","Paris","R6","Pathogen","Bacterial blight",1,1
2020,"30-Jun","Montgomery","","V6","Pathogen","Septoria brown spot",1,1
2020,"29-Jun","York","Stewartstown","R1","Pathogen","Septoria brown spot",1,1
2020,"29-Jun","Crawford","Woodcock","V4","Pathogen","Septoria brown spot",1,1
2024,"29-Jul","Lancaster","betwen Manheim and Lititz","R5","Pathogen","Septoria brown spot",3,1
2024,"29-Jul","Columbia","Mainville","R5","Pathogen","Septoria brown spot",1,1
2024,"29-Jul","Cumberland","Newburg","R1","Pathogen","Septoria brown spot",1,1
2024,"26-Jul","Fulton","York Run","R2","Pathogen","Cercospora leaf blight",1,1
2024,"26-Jul","Green","Rices Landing","","Pathogen","Cercospora leaf blight",1,1
2024,"25-Jul","Centre","Bellefonte","R3-R4","Pathogen","Downy mildew",1,1
2024,"25-Jul","Somerset","Fishertown","R3","Pathogen","Frogeye leaf spot",1,1
2019,"29-Jul","Crawford","","R3","Pathogen","Septoria brown spot",1,1
2019,"29-Jul","Bedford","","R5","Pathogen","Downy mildew",1,1
2019,"29-Jul","Bedford","","R5","Pathogen","Septoria brown spot",1,1
2019,"29-Jul","Cambria","Loretto","R4","Pathogen","Downy mildew",1,1
2019,"29-Jul","Cambria","Loretto","R4","Pathogen","Septoria brown spot",1,1
2019,"29-Jul","Cambria","Loretto","R4","Pathogen","Frogeye leaf spot",1,1
2019,"22-Jul","Blair","Williamsburg","R5","Pathogen","Downy mildew",1,1
2019,"22-Jul","Blair","Williamsburg","R5","Pathogen","Frogeye leaf spot",1,1
2019,"30-Jul","Montgomery","","R2","Pathogen","Septoria brown spot",2,1
2019,"29-Jul","Northumberland","","R5","Pathogen","Septoria brown spot",1,1
2019,"19-Jul","Union","","R4","Pathogen","Septoria brown spot",1,1
2019,"29-Jul","Mercer","","R2","Pathogen","Septoria brown spot",1,1
2019,"29-Jul","Mercer","","R2","Pathogen","Frogeye leaf spot",1,1
2019,"23-Jul","Centre","","R2","Pathogen","Downy mildew",1,1
2019,"23-Jul","Centre","","R2","Pathogen","Frogeye leaf spot",1,1
2019,"23-Jul","Centre","","R2","Pathogen","Septoria brown spot",1,1
2022,"29-Aug","Adams","Littlestown","R6","Pathogen","Sudden death syndrome",5,1
2022,"27-Aug","Potter","Ulysses","R5","Pathogen","Frogeye leaf spot",1,1
2022,"26-Aug","Chester","Pottstown","R6","Pathogen","Sudden death syndrome",1,1
2022,"25-Aug","Butler","North Saxonburg","R6","Pathogen","Sudden death syndrome",1,1
2022,"25-Aug","Butler","North Saxonburg","R6","Pathogen","Frogeye leaf spot",1,1
2022,"23-Aug","Somerset","","R6","Pathogen","Frogeye leaf spot",1,1
2022,"23-Aug","Somerset","","R6","Pathogen","Downy mildew",2,1
2022,"23-Aug","Bedford","Fishertown","R6","Pathogen","Frogeye leaf spot",1,1
2022,"23-Aug","Bedford","Fishertown","R6","Pathogen","Downy mildew",1,1
2018,"02-Jul","Armstrong","","R1","Pathogen","Septoria brown spot",1,1
2018,"02-Jul","Bedford","","R2","Pathogen","Frogeye leaf spot",1,1
2018,"02-Jul","Bedford","","R2","Pathogen","Septoria brown spot",1,1
2018,"02-Jul","Bradford","","V3","Pathogen","Septoria brown spot",1,1
2018,"02-Jul","Butler","","R2","Pathogen","Septoria brown spot",2,1
2018,"02-Jul","Lancaster","","R2","Pathogen","Septoria brown spot",2,1
2018,"29-Jul","Cambria","","V2","Pathogen","Septoria brown spot",1,1
2018,"29-Jul","Westmoreland","","R1","Pathogen","Septoria brown spot",1,1
2018,"27-Jun","Lancaster","","R2","Pathogen","Septoria brown spot",2,1
2021,"03-Aug","Dauphin","","R4-R5","Pathogen","Frogeye leaf spot",1,1
2021,"03-Aug","Dauphin","","R4-R5","Pathogen","Downy mildew",1,1
2021,"03-Aug","Perry","","R4","Pathogen","Downy mildew",1,1
2021,"03-Aug","Bradford","","R5","Pathogen","Frogeye leaf spot",1,1
2021,"03-Aug","Lancaster","between Manheim and Lititz","R4.5","Pathogen","Septoria brown spot",1,1
2021,"03-Aug","Lancaster","between Manheim and Lititz","R4.5","Pathogen","Sudden death syndrome",1,1
2021,"03-Aug","Montgomery","Souderton","R4-R5","Pathogen","Septoria brown spot",2,1
2021,"03-Aug","Montgomery","Souderton","R4-R5","Pathogen","Cercospora leaf blight",1,1
2021,"02-Aug","Somerset","Berlin","R3","Pathogen","Downy mildew",1,1
2021,"02-Aug","Somerset","Berlin","R3","Pathogen","Frogeye leaf spot",1,1
2021,"02-Aug","Cambria","Portage","R4","Pathogen","Septoria brown spot",1,1
2021,"02-Aug","Bradford","Paris","R4","Pathogen","Septoria brown spot",1,1
2021,"02-Aug","Blair","Williamsburg","R4","Pathogen","Septoria brown spot",1,1
2021,"02-Aug","Blair","Williamsburg","R4","Pathogen","Frogeye leaf spot",1,1
2021,"02-Aug","Northumberland","Riverside","R5","Pathogen","Frogeye leaf spot",1,1
2021,"02-Aug","Beaver","Fombell","R3","Pathogen","Frogeye leaf spot",1,1
2021,"02-Aug","York","York","R4","Pathogen","Frogeye leaf spot",1,1
2021,"30-Jul","Centre","Bellefonte","R3-R4","Pathogen","Septoria brown spot",1,1
2021,"30-Jul","Centre","Bellefonte","R3-R4","Pathogen","Sudden death syndrome",1,1
2021,"27-Jul","Dauphin","","R4","Pathogen","Downy mildew",1,1
2021,"27-Jul","Dauphin","","R4","Pathogen","Frogeye leaf spot",1,1
2021,"27-Jul","Perry","","R3","Pathogen","Downy mildew",1,1
2021,"29-Jun","Montgomery","Souderton","V5","Pathogen","Septoria brown spot",1,1
2021,"28-Jun","Beaver","Fombell","V3","Pathogen","Cercospora leaf blight",2,1
2021,"28-Jun","Butler","Cabot","V3","Pathogen","Septoria brown spot",1,1
2021,"28-Jun","Centre","Bellefonte","V3","Pathogen","Septoria brown spot",1,1
2021,"28-Jun","Northumberland","Riverside","R2","Pathogen","Septoria brown spot",1,1
2021,"28-Jun","Northumberland","Riverside","R2","Pathogen","Soybean vein necrosis",1,1
2023,"10-Sept","Cameron","Emporium","R6","Pathogen","Septoria brown spot",1,1
2023,"10-Sept","Potter","Ulysses","R6","Pathogen","White mold",5,1
2023,"10-Sept","Potter","Genesee","R6","Pathogen","White mold",1,1
2023,"08-Sept","Centre","Bellefonte","R6","Pathogen","White mold",1,1
2023,"08-Sept","Centre","Bellefonte","R6","Pathogen","Downy mildew",1,1
2023,"08-Sept","Centre","Bellefonte","R6","Pathogen","Septoria brown spot",1,1
2023,"08-Sept","Centre","Bellefonte","R6","Pathogen","Sudden death syndrome",2,1
2023,"05-Sept","Cameron","Emporium","R5","Pathogen","Septoria brown spot",1,1
2023,"03-Sept","Cameron","Emporium","R5","Pathogen","Septoria brown spot",1,1
2023,"03-Sept","Potter","Genesee","R5","Pathogen","White mold",1,1
2023,"03-Sept","Potter","Ulysses","R5","Pathogen","White mold",2,1
2023,"29-Aug","Lancaster","Manheim","R6","Pathogen","Septoria brown spot",2,1
2023,"28-Aug","Centre","Bellefonte","R6","Pathogen","White mold",3,1
2023,"28-Aug","Centre","Bellefonte","R6","Pathogen","Downy mildew",1,1
2023,"28-Aug","Centre","Bellefonte","R6","Pathogen","Septoria brown spot",2,1
2023,"28-Aug","Centre","Bellefonte","R6","Pathogen","Sudden death syndrome",3,1
2023,"27-Aug","Cameron","Emporium","R4","Pathogen","Septoria brown spot",2,1
2023,"21-Aug","Centre","Bellefonte","R5","Pathogen","White mold",3,1
2023,"21-Aug","Centre","Bellefonte","R5","Pathogen","Downy mildew",1,1
2023,"21-Aug","Centre","Bellefonte","R5","Pathogen","Septoria brown spot",2,1
2023,"21-Aug","Centre","Bellefonte","R5","Pathogen","Sudden death syndrome",3,1
2023,"21-Aug","Fayette","Georges","R5","Pathogen","White mold",1,1
2023,"21-Aug","Fayette","Georges","R5","Pathogen","Downy mildew",2,1
2023,"21-Aug","Fayette","Georges","R5","Pathogen","Soybean vein necrosis",1,1
2023,"15-Aug","Lebanon","Cornwall","R6","Pathogen","White mold",1,1
2023,"15-Aug","Lebanon","Cornwall","R6","Pathogen","Frogeye leaf spot",2,1
2023,"15-Aug","Lebanon","Cornwall","R6","Pathogen","Sudden death syndrome",1,1
2023,"15-Aug","Lebanon","Cornwall","R6","Pathogen","Soybean vein necrosis",1,1
2023,"15-Aug","Lancaster","Manheim","R7","Pathogen","Septoria brown spot",2,1
2023,"14-Aug","Montgomery","Souderton","R5","Pathogen","Septoria brown spot",1,1
2023,"14-Aug","Montgomery","Souderton","R5","Pathogen","Downy mildew",2,1
2023,"13-Aug","Cameron","Emporium","R2","Pathogen","Septoria brown spot",1,1
2023,"12-Aug","Mercer","Volant","R4","Pathogen","Downy mildew",1,1
2022,"28-Jun","Potter","Ulysses","V4","Pathogen","Septoria brown spot",1,1
2022,"25-Jun","Lancaster","Manheim","R1","Pathogen","Septoria brown spot",1,1
2018,"28-Aug","Crawford","","R4-R5","Pathogen","Septoria brown spot",1,1
2018,"28-Aug","Lancaster","","R5","Pathogen","Sudden death syndrome",1.5,1
2018,"28-Aug","Lancaster","","R5","Pathogen","Soybean vein necrosis",1.5,1
2018,"28-Aug","Bradford","","R5","Pathogen","Septoria brown spot",1,1
2018,"29-Aug","Bradford","","R5","Pathogen","Frogeye leaf spot",1,1
2018,"27-Aug","Butler","","R5","Pathogen","Sudden death syndrome",1,1
2018,"27-Aug","Northumberland","","R7","Pathogen","Soybean vein necrosis",1,1
2018,"27-Aug","Northumberland","","R7","Pathogen","Frogeye leaf spot",2,1
2018,"27-Aug","Union","","R5","Pathogen","Downy mildew",3,1
2018,"20-Aug","Northumberland","","R6","Pathogen","Soybean vein necrosis",1,1
2018,"25-Aug","Centre","","R5","Pathogen","Downy mildew",3,1
2018,"25-Aug","Centre","","R5","Pathogen","Frogeye leaf spot",2,1
2018,"25-Aug","Centre","","R5","Pathogen","Alfalfa mosaic virus",1,1
2018,"22-Aug","Mercer","","R6","Pathogen","Septoria brown spot",1,1
2018,"22-Aug","Mercer","","R6","Pathogen","Frogeye leaf spot",1,1
2018,"22-Aug","Mercer","","R6","Pathogen","Alfalfa mosaic virus",1,1
2018,"22-Aug","Mercer","","R6","Pathogen","Sudden death syndrome",1,1
2018,"22-Aug","Mercer","","R6","Pathogen","Bacterial blight",1,1
2022,"29 Septemeber","Berks","Brownsville","R7","Pathogen","Frogeye leaf spot",1,1
2022,"30 Septemeber","Berks","Brownsville","R7","Pathogen","Septoria brown spot",1,1
2021,"27-Jul","Dauphin","","R4","Pathogen","Downy mildew",1,1
2021,"27-Jul","Dauphin","","R4","Pathogen","Frogeye leaf spot",1,1
2021,"27-Jul","Perry","","R3","Pathogen","Downy mildew",1,1
2021,"27-Jul","Lancaster","between Manheim and Lititz","R3","Pathogen","Septoria brown spot",1,1
2021,"27-Jul","Lancaster","between Manheim and Lititz","R3","Pathogen","Sudden death syndrome",1,1
2021,"27-Jul","Somerset","Berlin","R2","Pathogen","Downy mildew",1,1
2021,"27-Jul","Somerset","Berlin","R2","Pathogen","Frogeye leaf spot",1,1
2021,"26-Jul","Cambria","Portage","R3","Pathogen","Septoria brown spot",1,1
2021,"26-Jul","Bedford","Paris","R3","Pathogen","Septoria brown spot",1,1
2021,"26-Jul","Blair","Williamsburg","R3","Pathogen","Septoria brown spot",1,1
2021,"26-Jul","Blair","Williamsburg","R3","Pathogen","Downy mildew",1,1
2021,"26-Jul","Montgomery","Souerton","R3-R4","Pathogen","Septoria brown spot",2,1
2021,"26-Jul","Montgomery","Souerton","R3-R4","Pathogen","Cercospora leaf blight",1,1
2021,"26-Jul","Northumberland","Riverside","R4","Pathogen","Septoria brown spot",1,1
2021,"26-Jul","Northumberland","Riverside","R4","Pathogen","Frogeye leaf spot",1,1
2021,"23-Jul","Centre","Bellefonte","R2","Pathogen","Septoria brown spot",1,1
2021,"23-Jul","Centre","Bellefonte","R2","Pathogen","Sudden death syndrome",1,1
2021,"21-Jul","Beaver","Fombell","R2","Pathogen","Frogeye leaf spot",1,1
2019,"27-Aug","York","","R2","Pathogen","Frogeye leaf spot",1,1
2019,"27-Aug","York","","R2","Pathogen","Septoria brown spot",1,1
2019,"27-Aug","York","","R2","Pathogen","Sudden death syndrome",2,1
2019,"27-Aug","Crawford","","R5","Pathogen","Frogeye leaf spot",1,1
2019,"27-Aug","Crawford","","R5","Pathogen","Septoria brown spot",1,1
2019,"27-Aug","Dauphin","","R6","Pathogen","Septoria brown spot",1,1
2019,"26-Aug","Bradford","","R6","Pathogen","Frogeye leaf spot",1,1
2019,"26-Aug","Franklin","","R6","Pathogen","Frogeye leaf spot",3,1
2019,"26-Aug","Lancaster","","R6","Pathogen","White mold",1.5,1
2019,"26-Aug","Potter","Ellisburg","R5","Pathogen","Frogeye leaf spot",2,1
2019,"26-Aug","Potter","Ellisburg","R5","Pathogen","Septoria brown spot",1,1
2019,"25-Aug","Potter","Geleton","R6","Pathogen","Frogeye leaf spot",2,1
2019,"25-Aug","Potter","Geleton","R6","Pathogen","Septoria brown spot",1,1
2019,"25-Aug","Mckean","","R4","Pathogen","Septoria brown spot",1,1
2019,"23-Aug","Bedford","Cessna","R6","Pathogen","Septoria brown spot",1,1
2019,"23-Aug","Bedford","Cessna","R6","Pathogen","Frogeye leaf spot",1,1
2018,"25-Jun","Bucks","","R1","Pathogen","Bacterial pustule",1,1
2018,"25-Jun","Crawford","","V3","Pathogen","Septoria brown spot",1,1
2018,"25-Jun","Westmoreland","","V3","Pathogen","Septoria brown spot",2,1
2018,"25-Jun","Lebanon","","V2","Pathogen","Septoria brown spot",1,1
2018,"25-Jun","Lebanon","","R1","Pathogen","Septoria brown spot",1,2
