"year","scouting_data","county","nearby_town","growth_stage","pest_pathogen","pest_pathogen_sp","severity","field_number"
2018,"25-Jun","Mercer","","V5","Pathogen","Septoria brown spot",2,1
2022,"25-Jul","York","Stewartstown","R3","Pathogen","Downy mildew",1,1
2022,"25-Jul","York","West York","R3","Pathogen","Septoria brown spot",1,1
2022,"25-Jul","York","West York","R3","Pathogen","Frogeye leaf spot",1,1
2022,"25-Jul","Adams","Littlestown","R4","Pathogen","Downy mildew",1,1
2022,"25-Jul","Washington","Indepence","R2","Pathogen","Sudden death syndrome",1,1
2022,"25-Jul","Butler","Saxonburg","R2","Pathogen","Cercospora leaf blight",1,1
2022,"21-Jul","Chester","S. Pottstown","R4","Pathogen","Septoria brown spot",1,1
2022,"21-Jul","Chester","Parkesburg","R4","Pathogen","Septoria brown spot",1,1
2019,"24-Jun","Beaver","","V3","Pathogen","Septoria brown spot",1,1
2019,"24-Jun","Mercer","","V3","Pathogen","Frogeye leaf spot",1,1
2019,"24-Jun","Crawford","","V2","Pathogen","Septoria brown spot",1,1
2019,"24-Jun","Adams","","V2","Pathogen","Frogeye leaf spot",1,1
2019,"21-Jun","Lancaster","","R1","Pathogen","Septoria brown spot",2,1
2019,"21-Jun","Bedford","Cessna","","Pathogen","Phytophthora root and stem rot",1,1
2023,"25-Jul","Montgomery","Souderton","R3","Pathogen","Septoria brown spot",1,1
2023,"24-Jul","Perry","Blain","V3","Pathogen","Downy mildew",1,1
2023,"24-Jul","Dauphin","Fisherville","V3","Pathogen","Downy mildew",1,1
2023,"24-Jul","Bedford","Paris","R3","Pathogen","Frogeye leaf spot",1,1
2023,"24-Jul","Bedford","Paris","R3","Pathogen","Septoria brown spot",1,1
2023,"24-Jul","Somerset","Berlin","V6","Pathogen","Frogeye leaf spot",1,1
2023,"24-Jul","Somerset","Berlin","V6","Pathogen","Septoria brown spot",1,1
2023,"21-Jul","Northumberland","Riverside","R3","Pathogen","Septoria brown spot",1,1
2020,"25-Aug","York","Stewartstown","R5","Pathogen","Frogeye leaf spot",1,1
2020,"25-Aug","York","Stewartstown","R5","Pathogen","Septoria brown spot",1,1
2020,"25-Aug","York","Stewartstown","R5","Pathogen","Sudden death syndrome",1,1
2020,"25-Aug","York","Hellam","R6","Pathogen","Septoria brown spot",1,1
2020,"25-Aug","Perry","","R6","Pathogen","Phyllosticta leaf spot",3,1
2020,"25-Aug","Montgomery","","R5-R6","Pathogen","Septoria brown spot",1,1
2020,"25-Aug","Montgomery","","R5-R6","Pathogen","Soybean bacterial pustule",1,1
2020,"25-Aug","Montgomery","","R5-R6","Pathogen","Downy mildew",1,1
2020,"25-Aug","Blair","Sinking Valley","R6","Pathogen","Septoria brown spot",1,1
2020,"25-Aug","Blair","Sinking Valley","R6","Pathogen","Soybean bacterial pustule",1,1
2020,"25-Aug","Blair","Sinking Valley","R6","Pathogen","Anthracnose stem blight",1,1
2020,"25-Aug","Bedford","Cessna","R6","Pathogen","Septoria brown spot",1,1
2020,"25-Aug","Bedford","Cessna","R6","Pathogen","Frogeye leaf spot",1,1
2020,"25-Aug","Bedford","Cessna","R6","Pathogen","Bacterial blight",1,1
2020,"25-Aug","Cambria","Loretto","R5","Pathogen","Septoria brown spot",1,1
2020,"25-Aug","Cambria","Loretto","R5","Pathogen","Frogeye leaf spot",1,1
2020,"24-Aug","Lebanon","","R5","Pathogen","Frogeye leaf spot",1,1
2020,"24-Aug","Crawford","Woodcook","R5-R6","Pathogen","Frogeye leaf spot",1,1
2020,"24-Aug","Crawford","Woodcook","R5-R6","Pathogen","Septoria brown spot",1,1
2020,"24-Aug","Crawford","Woodcook","R5-R6","Pathogen","Sudden death syndrome",1,1
2020,"24-Aug","Beaver","Fombell","R4","Pathogen","Cercospora leaf blight",3,1
2020,"24-Aug","Beaver","Fombell","R4","Pathogen","Frogeye leaf spot",3,1
2020,"24-Aug","Schuylkill","","R5-R6","Pathogen","Frogeye leaf spot",1,1
2020,"24-Aug","Schuylkill","","R5-R6","Pathogen","Septoria brown spot",1,1
2020,"24-Aug","Bradford","","R5","Pathogen","Septoria brown spot",1,1
2020,"24-Aug","Potter","Ulysses","R6","Pathogen","Frogeye leaf spot",1,1
2020,"24-Aug","Potter","Germania","R6","Pathogen","Frogeye leaf spot",1,1
2020,"24-Aug","Franklin","Lamsters","R6","Pathogen","Septoria brown spot",1,1
2020,"24-Aug","Fulton","Harrisonville","R6","Pathogen","Frogeye leaf spot",1,1
2020,"24-Aug","Fulton","Harrisonville","R6","Pathogen","Septoria brown spot",1,1
2020,"24-Aug","Centre","","R5","Pathogen","Frogeye leaf spot",1,1
2020,"24-Aug","Centre","","R5","Pathogen","Downy mildew",1,1
2018,"23-Jul","Mckean","","V10","Pathogen","Septoria brown spot",1,1
2018,"23-Jul","Bedford","","V4","Pathogen","Septoria brown spot",1,1
2018,"23-Jul","Cambria","","V3","Pathogen","Septoria brown spot",1,1
2018,"20-Jul","Mercer","","R3","Pathogen","Septoria brown spot",1,1
2018,"20-Jul","Centre","","R1","Pathogen","Frogeye leaf spot",1,1
2018,"20-Jul","Centre","","R1","Pathogen","Alfalfa mosaic virus",1,1
2018,"20-Jul","Centre","","R1","Pathogen","Downy mildew",1,1
2018,"18-Jul","Lebanon","","R3","Pathogen","Septoria brown spot",1,1
2021,"23-Aug","Montgomery","Souderton","R6","Pathogen","Downy mildew",3,1
2021,"23-Aug","Montgomery","Souderton","R6","Pathogen","Septoria brown spot",2,1
2021,"23-Aug","Montgomery","Souderton","R6","Pathogen","Cercospora leaf blight",1,1
2021,"23-Aug","Montgomery","Souderton","R6","Pathogen","Frogeye leaf spot",1,1
2021,"23-Aug","Schuylkill","Berlin","R5","Pathogen","Septoria brown spot",1,1
2021,"23-Aug","Somerset","Berlin","R5","Pathogen","Downy mildew",1,1
2021,"23-Aug","Somerset","Berlin","R5","Pathogen","Frogeye leaf spot",1,1
2021,"22-Aug","Potter","Ulysses","R6","Pathogen","White mold",1,1
2021,"22-Aug","Potter","Genesee","R6","Pathogen","White mold",1,2
2021,"22-Aug","Cameron","Emporium","R6","Pathogen","Septoria brown spot",1,1
2021,"20-Aug","Centre","Bellefonte","R5","Pathogen","Septoria brown spot",1,1
2021,"20-Aug","Centre","Bellefonte","R5","Pathogen","Downy mildew",1,1
2021,"20-Aug","Centre","Bellefonte","R5","Pathogen","White mold",1,1
2021,"20-Aug","Centre","Bellefonte","R5","Pathogen","Sudden death syndrome",1,1
2021,"17-Aug","Bradford","Sheshequin","R5","Pathogen","Frogeye leaf spot",1,1
2020,"23-Jun","York","Stewartstown","V3","Pathogen","Septoria brown spot",1,1
2020,"22-Jun","Crawford","Woodcock","V3","Pathogen","Septoria brown spot",1,1
2022,"23-Aug","Montgomery","Souderton","R5","Pathogen","Bacterial blight",2,1
2022,"23-Aug","Montgomery","Souderton","R5","Pathogen","Downy mildew",2,1
2022,"22-Aug","Potter","Ellisburg","R6","Pathogen","Septoria brown spot",1,1
2022,"22-Aug","Potter","Ulysses","R5","Pathogen","Septoria brown spot",1,1
2022,"22-Aug","Berks","Brownsville","R4","Pathogen","Septoria brown spot",1,1
2022,"22-Aug","Berks","Brownsville","R4","Pathogen","Frogeye leaf spot",1,1
2022,"22-Aug","Lancaster","Manheim","R6","Pathogen","Septoria brown spot",2,1
2022,"19-Aug","Chester","South Pottstown","R4","Pathogen","Septoria brown spot",1,1
2022,"19-Aug","Chester","South Pottstown","R4","Pathogen","Sudden death syndrome",1,1
2022,"19-Aug","Chester","Parkesburg","R4","Pathogen","Septoria brown spot",1,1
2021,"21-Jun","Beaver","Fombell","V3","Pathogen","Bacterial blight",2,1
2021,"21-Jun","Butler","Cabot","V3","Pathogen","Septoria brown spot",1,1
2021,"21-Jun","Cambria","Portage","V3","Pathogen","Septoria brown spot",1,1
2021,"21-Jun","Northumberland","Riverside","V4","Pathogen","Cercospora leaf blight",1,1
2021,"21-Jun","Northumberland","Riverside","V4","Pathogen","Soybean vein necrosis",1,1
2021,"20-Jun","Cameron","Emporium","V1","Pathogen","Septoria brown spot",1,1
2023,"22-Aug","Centre","Bellefonte","R5","Pathogen","White mold",3,1
2023,"22-Aug","Centre","Bellefonte","R5","Pathogen","Downy mildew",1,1
2023,"22-Aug","Centre","Bellefonte","R5","Pathogen","Septoria brown spot",2,1
2023,"22-Aug","Centre","Bellefonte","R5","Pathogen","Sudden death syndrome",3,1
2023,"22-Aug","Lebanon","Cornwall","R6","Pathogen","White mold",1,1
2023,"22-Aug","Lebanon","Cornwall","R6","Pathogen","Frogeye leaf spot",2,1
2023,"22-Aug","Lebanon","Cornwall","R6","Pathogen","Sudden death syndrome",1,1
2023,"22-Aug","Lebanon","Cornwall","R6","Pathogen","Soybean vein necrosis",1,1
2023,"15-Aug","Lancaster","Manheim","R5","Pathogen","Septoria brown spot",2,1
2023,"14-Aug","Montgomery","Souderton","R5","Pathogen","Septoria brown spot",1,1
2023,"14-Aug","Montgomery","Souderton","R5","Pathogen","Downy mildew",2,1
2023,"13-Aug","Cameron","Emporium","R2","Pathogen","Septoria brown spot",1,1
2023,"13-Aug","Potter","Ulysses","R2-R3","Pathogen","Septoria brown spot",1,1
2023,"13-Aug","Potter","Genesee","R3","Pathogen","Septoria brown spot",1,1
2023,"12-Aug","Mercer","Volant","R4","Pathogen","Downy mildew",1,1
2020,"21-Jul","Centre","","R2","Pathogen","Alfalfa mosaic virus",1,1
2020,"20-Jul","Blair","Sinking Valley","R3","Pathogen","Septoria brown spot",1,1
2020,"20-Jul","Northumberland","Riverside","R2","Pathogen","Downy mildew",1,1
2020,"20-Jul","Northumberland","Riverside","R2","Pathogen","Frogeye leaf spot",1,1
2020,"20-Jul","Northumberland","Milton","R2","Pathogen","Downy mildew",1,1
2020,"20-Jul","Crawford","Woodcock","R2","Pathogen","Frogeye leaf spot",1,1
2020,"20-Jul","Beaver","Fombell","R1","Pathogen","Cercospora leaf blight",1,1
2020,"19-Jul","Potter","Oswayo","V6-R1","Pathogen","Septoria brown spot",1,1
2020,"19-Jul","Potter","Germania","V6-R1","Pathogen","Cercospora leaf blight",1,1
2020,"19-Jul","Potter","Germania","V6-R1","Pathogen","Septoria brown spot",1,1
2018,"21-Aug","Blair","","V5","Pathogen","Septoria brown spot",1,1
2018,"21-Aug","Blair","","V5","Pathogen","Frogeye leaf spot",1,1
2018,"21-Aug","Blair","","V5","Pathogen","Downy mildew",1,1
2018,"21-Aug","Blair","","V5","Pathogen","White mold",1,1
2018,"21-Aug","Armstrong","","R6","Pathogen","Septoria brown spot",1,1
2018,"21-Aug","Armstrong","","R6","Pathogen","Phyllosticta leaf spot",1,1
2018,"21-Aug","Lancaster","","R4-R7","Pathogen","Septoria brown spot",1,1
2018,"21-Aug","Lancaster","","R4-R8","Pathogen","Bacterial blight",1,1
2018,"20-Aug","Crawford","","R3","Pathogen","Septoria brown spot",1,1
2018,"20-Aug","Cambria","","R5","Pathogen","Septoria brown spot",1,1
2018,"20-Aug","Cambria","","R5","Pathogen","Frogeye leaf spot",1,1
2018,"20-Aug","Cambria","","R5","Pathogen","Downy mildew",1,1
2018,"20-Aug","Cambria","","R5","Pathogen","Sudden death syndrome",1,1
2018,"20-Aug","Bedford","","R6","Pathogen","Septoria brown spot",1,1
2018,"20-Aug","Bedford","","R6","Pathogen","Downy mildew",1,1
2018,"20-Aug","Bradford","","R5","Pathogen","Septoria brown spot",1,1
2018,"20-Aug","Butler","","R5","Pathogen","Purple seed stain",1,1
2018,"20-Aug","Northumberland","","R6","Pathogen","Soybean vein necrosis",1,1
2018,"20-Aug","Perry","","R5","Pathogen","Frogeye leaf spot",3,1
2018,"20-Aug","Union","","R3","Pathogen","Downy mildew",1,1
2018,"17-Aug","Centre","","R4","Pathogen","Downy mildew",3,1
2018,"17-Aug","Centre","","R4","Pathogen","Frogeye leaf spot",1,1
2018,"17-Aug","Centre","","R4","Pathogen","Alfalfa mosaic virus",1,1
2018,"17-Aug","Westmoreland","","R5","Pathogen","Septoria brown spot",1,1
2018,"15-Aug","Bucks","","R5","Pathogen","Septoria brown spot",1,1
2018,"14-Aug","Mercer","","R5","Pathogen","Septoria brown spot",1,1
2018,"14-Aug","Mercer","","R5","Pathogen","Frogeye leaf spot",1,1
2018,"14-Aug","Mercer","","R5","Pathogen","Alfalfa mosaic virus",1,1
2022,"20-Sept","Centre","between state college and Bellefonte","R7","Pathogen","White mold",3,1
2022,"20-Sept","Centre","between state college and Bellefonte","R7","Pathogen","Stem canker",1,1
2022,"19-Sept","Somerset","Somerset","R7","Pathogen","Frogeye leaf spot",1,1
2022,"19-Sept","Somerset","Somerset","R7","Pathogen","Septoria brown spot",1,1
2022,"19-Sept","Bedford","Fishertown","R7","Pathogen","Frogeye leaf spot",1,1
2022,"19-Sept","Bedford","Fishertown","R7","Pathogen","Septoria brown spot",1,1
2021,"20-Jul","York","Stewartstown","R2","Pathogen","Septoria brown spot",1,1
2021,"20-Jul","York","York","R2","Pathogen","Downy mildew",1,1
2021,"19-Jul","Cambria","Portage","R3","Pathogen","Septoria brown spot",NA,NA
2021,"19-Jul","Bedford","Paris","R3","Pathogen","Septoria brown spot",1,1
2021,"19-Jul","Blair","Williamsburg","R3","Pathogen","Septoria brown spot",1,1
2024,"20-Aug","Centre","Bellefonte","R6","Pathogen","Downy mildew",1,1
2024,"12-Aug","York","East York","R5","Pathogen","Septoria brown spot",1,1
2024,"12-Aug","Cumberland","Newburg","R2","Pathogen","Septoria brown spot",1,1
2024,"12-Aug","Potter","Ulysses","R2-R4","Pathogen","Septoria brown spot",1,1
2024,"12-Aug","Potter","Gold","R2-R4","Pathogen","Septoria brown spot",1,1
2019,"12-Aug","Montgomery","","R5","Pathogen","Frogeye leaf spot",1,1
2019,"12-Aug","Montgomery","","R5","Pathogen","Septoria brown spot",1,1
2019,"20-Aug","Crawford","","R5","Pathogen","Frogeye leaf spot",1,1
2019,"20-Aug","Crawford","","R5","Pathogen","Septoria brown spot",1,1
2019,"20-Aug","York","","R5","Pathogen","Frogeye leaf spot",1,1
2019,"20-Aug","York","","R5","Pathogen","Septoria brown spot",1,1
2019,"19-Aug","Bedford","Cessna","R6","Pathogen","Septoria brown spot",1,1
2019,"19-Aug","Bedford","Cessna","R6","Pathogen","Frogeye leaf spot",1,1
2019,"19-Aug","Cambria","Loretto","R6","Pathogen","Septoria brown spot",1,1
2019,"19-Aug","Cambria","Loretto","R6","Pathogen","Frogeye leaf spot",1,1
2019,"19-Aug","Northumberland","","R6","Pathogen","Frogeye leaf spot",1,1
2019,"19-Aug","Northumberland","","R6","Pathogen","Septoria brown spot",1,1
2019,"19-Aug","Union","","R6","Pathogen","Frogeye leaf spot",1,1
2019,"19-Aug","Union","","R6","Pathogen","Septoria brown spot",1,1
2019,"19-Aug","Bradford","","R5","Pathogen","Frogeye leaf spot",1,1
2019,"18-Aug","Potter","Ellisburg","R4","Pathogen","Frogeye leaf spot",2,1
2019,"18-Aug","Potter","Ellisburg","R4","Pathogen","Septoria brown spot",1,1
2019,"18-Aug","Potter","Geleton","R5","Pathogen","Septoria brown spot",1,1
2019,"18-Aug","Mckean","","R3","Pathogen","Septoria brown spot",1,1
2019,"15-Aug","Centre","","R5","Pathogen","Downy mildew",1,1
2019,"15-Aug","Centre","","R5","Pathogen","Frogeye leaf spot",2,1
2019,"12-Aug","Bradford","","R4","Pathogen","Frogeye leaf spot",1,1
2022,"01-Aug","Lancaster","Manheim","R5","Pathogen","Septoria brown spot",1,1
2022,"01-Aug","Washington","Independence","R3","Pathogen","Sudden death syndrome",1,1
2022,"01-Aug","Somerset","Somerset","R2","Pathogen","Frogeye leaf spot",1,1
2022,"01-Aug","Butler","Saxonburg","R2","Pathogen","Cercospora leaf blight",1,1
2022,"01-Aug","Northumberland","Rushtown","R5","Pathogen","Soybean vein necrosis",1,1
2022,"01-Aug","Montgomery","Sourderton","R1","Pathogen","Septoria brown spot",2,1
2022,"27-Aug","Chester","Pottstown","R4","Pathogen","Septoria brown spot",1,1
2022,"27-Aug","Chester","Pottstown","R4","Pathogen","Downy mildew",1,1
2022,"27-Aug","Berks","Brownsville","R2","Pathogen","Septoria brown spot",1,1
2018,"19-Jun","Crawford","","V2","Pathogen","Septoria brown spot",1,1
2018,"18-Jun","Bedford","","V2","Pathogen","Frogeye leaf spot",1,1
2018,"15-Jun","Westmoreland","","V2","Pathogen","Septoria brown spot",2,1
2018,"14-Jun","Mercer","","V2","Pathogen","Septoria brown spot",2,1
2018,"25-Jul","York","West York","R3","Pathogen","Septoria brown spot",1,1
2018,"25-Jul","York","West York","R3","Pathogen","Frogeye leaf spot",1,1
2018,"25-Jul","York","Stewartstown","R3","Pathogen","Downy mildew",1,1
2018,"18-Jul","Lancaster","Manheim","R2","Pathogen","Septoria brown spot",1,1
2018,"18-Jul","Lancaster","Manheim","R2","Pathogen","Sudden death syndrome",1,1
2018,"18-Jul","Butler","Nort Saxtonburg","R1","Pathogen","Frogeye leaf spot",1,1
2018,"18-Jul","Butler","south Saxtonburg","R2","Pathogen","Septoria brown spot",1,1
2015,"04-Aug","Crawford","","R4-R5","Pathogen","Septoria brown spot",1,1
2015,"04-Aug","Berks","","R4","Pathogen","Frogeye leaf spot",1,1
2015,"03-Aug","Schuylkill","","R3-R4","Pathogen","Downy mildew",1,1
2015,"03-Aug","Schuylkill","","R3-R4","Pathogen","Septoria brown spot",2,1
2015,"03-Aug","Mercer","","R4-R5","Pathogen","Septoria brown spot",1,1
2015,"03-Aug","Columbia","","R3","Pathogen","Septoria brown spot",2,1
2015,"02-Aug","Lancaster","","R4","Pathogen","Septoria brown spot",1,1
2015,"02-Aug","Lancaster","","R3","Pathogen","Septoria brown spot",1,2
2015,"31-Jul","York","","R4","Pathogen","Downy mildew",1,1
2016,"12-Jul","Columbia","","R1 ","Pathogen","Bean pod mottle",2,1
2016,"11-Jul","Schuylkill","","V6-R1","Pathogen","Septoria brown spot",1,1
2016,"11-Jul","Potter","","V4","Pathogen","Septoria brown spot",1,1
2016,"11-Jul","Mckean","","V4","Pathogen","Bacterial blight",1,1
2016,"11-Jul","Mckean","","V4","Pathogen","Septoria brown spot",1,1
2016,"11-Jul","Mckean","","V4","Pathogen","Frogeye leaf spot",1,1
2016,"20-Jun","Mckean","","V2","Pathogen","Septoria brown spot",1,1
2016,"25-Jul","Potter","","V5","Pathogen","Phyllosticta leaf spot",1,1
2016,"25-Jul","Potter","","V5","Pathogen","Septoria brown spot",1,1
2016,"25-Jul","Potter","","V5","Pathogen","Downy mildew",1,1
2016,"25-Jul","Mckean","","R1  ","Pathogen","Bacterial blight",1,1
2016,"25-Jul","Mckean","","R1  ","Pathogen","Septoria brown spot",1,1
2016,"25-Jul","Elk","","V5","Pathogen","Septoria brown spot",1,1
2016,"25-Jul","Elk","","V5","Pathogen","Frogeye leaf spot",1,1
2016,"25-Jul","Elk","","V5","Pathogen","Phyllosticta leaf spot",1,1
2016,"19-Jul","York","","R2","Pathogen","Bacterial blight",1,1
2016,"04-Jul","Mckean","","V4","Pathogen","Bacterial blight",1,1
2016,"04-Jul","Mckean","","V4","Pathogen","Septoria brown spot",1,1
2016,"04-Jul","Mckean","","V4","Pathogen","Frogeye leaf spot",1,1
2016,"12-Sept","Schuylkill","","R6-R7","Pathogen","Septoria brown spot",1,1
2016,"12-Sept","Mercer","","R8","Pathogen","White mold",1,1
2016,"12-Sept","Crawford","","R6","Pathogen","Septoria brown spot",1,1
2016,"12-Sept","Crawford","","R6","Pathogen","Soybean bacterial pustule",1,1
2016,"29-Aug","Erie","","R6","Pathogen","White mold",2,1
2016,"29-Aug","Erie","","R6","Pathogen","Septoria brown spot",1,1
2016,"12-Sept","York","","R6","Pathogen","Stem canker",3,1
2016,"12-Sept","York","","R6","Pathogen","Bacterial blight",1,1
2016,"07-Sept","Clinton","Mill Hall","R6-R7","Pathogen","Frogeye leaf spot",2,1
2016,"07-Sept","Clinton","Mill Hall","R6-R7","Pathogen","Septoria brown spot",1,1
2016,"07-Sept","Clinton","Mill Hall","R6-R7","Pathogen","Bacterial blight",1,1
2016,"07-Sept","Clinton","Loganton","R6","Pathogen","Cercospora leaf blight",1,1
2016,"06-Sept","Mercer","","R7","Pathogen","White mold",1,1
2016,"06-Sept","Mercer","","R7","Pathogen","Bacterial blight",1,1
2016,"06-Sept","Mercer","","R7","Pathogen","Brown stem rot",1,1
2016,"05-Sept","Potter","","R6","Pathogen","Phyllosticta leaf spot",1,1
2016,"05-Sept","Potter","","R6","Pathogen","Bacterial blight",1,1
2016,"05-Sept","Mckean","","R6","Pathogen","Frogeye leaf spot",1,1
2016,"05-Sept","Mckean","","R6","Pathogen","Bacterial blight",1,1
2016,"05-Sept","Mckean","","R6","Pathogen","Cercospora leaf blight",1,1
2016,"05-Sept","Elk","","R5","Pathogen","Frogeye leaf spot",1,1
2016,"19-Aug","Franklin","","R3-R5","Pathogen","Frogeye leaf spot",1,1
2016,"01-Aug","Mercer","","R5-R6","Pathogen","Septoria brown spot",1,1
2016,"01-Aug","Mercer","","R5-R6","Pathogen","Bacterial blight",1,1
2016,"22-Aug","Mckean","","R4","Pathogen","Frogeye leaf spot",1,1
2016,"22-Aug","Mckean","","R4","Pathogen","Bacterial blight",1,1
2016,"22-Aug","Potter","","R3","Pathogen","Bacterial blight",1,1
2016,"19-Aug","York","","R5","Pathogen","Bacterial blight",2,1
2016,"19-Aug","York","","R5","Pathogen","Frogeye leaf spot",1,1
2016,"22-Aug","Columbia","","R6","Pathogen","Septoria brown spot",1,1
2016,"22-Aug","Northumberland","","R6","Pathogen","Septoria brown spot",1,1
2016,"30-Aug","Elk","","R5","Pathogen","Frogeye leaf spot",1,1
2016,"30-Aug","Lebanon","","R5","Pathogen","Septoria brown spot",1,1
2016,"29-Aug","Mercer","","R6","Pathogen","Septoria brown spot",1,1
2016,"29-Aug","Mercer","","R6","Pathogen","Bacterial blight",1,1
2016,"29-Aug","Mercer","","R6","Pathogen","Brown stem rot",1,1
2016,"29-Aug","Crawford","","R6","Pathogen","Septoria brown spot",1,1
2016,"29-Aug","Erie","","R5","Pathogen","Septoria brown spot",1,1
2016,"29-Aug","Mckean","","R5","Pathogen","Frogeye leaf spot",1,1
2016,"29-Aug","Mckean","","R5","Pathogen","Bacterial blight",1,1
2016,"29-Aug","Clinton","Mill Hall","R5-R6","Pathogen","Frogeye leaf spot",1,1
2016,"29-Aug","Clinton","Loganton","R4-R5","Pathogen","Downy mildew",1,1
2016,"29-Aug","Northumberland","","R6","Pathogen","Cercospora leaf blight",1,1
2017,"11-Jul","Armstrong","Dayton","V6-V7","Pathogen","Septoria brown spot",1,1
2017,"10-Jul","Crawford","","V4","Pathogen","Septoria brown spot",1,1
2017,"09-Jul","Elk","","V5","Pathogen","Septoria brown spot",1,1
2017,"09-Jul","Elk","","V5","Pathogen","Frogeye leaf spot",1,1
2017,"09-Jul","Elk","","V5","Pathogen","Downy mildew",1,1
2017,"03-Jul","Union","","V3","Pathogen","Frogeye leaf spot",2,1
2017,"26-Jun","Union","","V2","Pathogen","Frogeye leaf spot",2,1
2017,"12-Jun","Blair","","V1  ","Pathogen","Septoria brown spot",1,1
2017,"18-Jul","Crawford","","V6-V8","Pathogen","Septoria brown spot",1,1
2017,"18-Jul","Armstrong","Dayton","R1","Pathogen","Septoria brown spot",1,1
2017,"16-Jul","Elk","Kersey","V5","Pathogen","Frogeye leaf spot",1,1
2017,"16-Jul","Jefferson","Brockway","V3","Pathogen","Frogeye leaf spot",1,1
2017,"16-Jul","Jefferson","Brockway","V3","Pathogen","Septoria brown spot",1,1
2017,"24-Jun","Elk","Kersey","V2","Pathogen","Bacterial blight",1,1
