"year","scouting_data","county","nearby_town","growth_stage","pest_pathogen","pest_pathogen_sp","severity","field_number"
2017,"22-Jun","York","Windsor","V3-V4","Pathogen","Anthracnose stem blight",1,1
2017,"02-Aug","York","Stewartstown","R4","Pathogen","Septoria brown spot",1,1
2017,"02-Aug","York","Stewartstown","R4","Pathogen","Frogeye leaf spot",1,1
2017,"02-Aug","York","Stewartstown","R4","Pathogen","Downy mildew",1,1
2017,"02-Aug","York","Stewartstown","R3","Pathogen","Downy mildew",1,1
2017,"02-Aug","York","Windsor","R4-R5","Pathogen","Downy mildew",1,1
2017,"23-Jul","Elk","Kersey","V5","Pathogen","Septoria brown spot",1,1
2017,"23-Jul","Jefferson","Brockway","V3","Pathogen","Frogeye leaf spot",1,1
2024,"16-Sept","Bedford","New Paris","R7","Pathogen","Septoria brown spot",1,1
2024,"16-Sept","Somerset","Stoneycreek","R7","Pathogen","Septoria brown spot",1,1
2024,"16-Sept","Blair","Williamsburg","R8","Pathogen","Septoria brown spot",2,1
2024,"16-Sept","Blair","Williamsburg","R8","Pathogen","Bacterial blight",2,1
2020,"31-Aug","Centre","","R6","Pathogen","Frogeye leaf spot",1,1
2020,"31-Aug","Somerset","Berlin","R6","Pathogen","Frogeye leaf spot",1,1
2020,"31-Aug","Montgomery","","R6","Pathogen","Septoria brown spot",1,1
2020,"31-Aug","Montgomery","","R6","Pathogen","Soybean bacterial pustule",1,1
2020,"31-Aug","Montgomery","","R6","Pathogen","Downy mildew",1,1
2020,"31-Aug","Montgomery","","R6","Pathogen","Frogeye leaf spot",1,1
2020,"24-Aug","Crawford","Woodcock","R5-R6","Pathogen","Frogeye leaf spot",1,1
2020,"24-Aug","Crawford","Woodcock","R5-R6","Pathogen","Septoria brown spot",1,1
2020,"31-Aug","Beaver","Fombell","R5","Pathogen","Cercospora leaf blight",3,1
2020,"31-Aug","Beaver","Fombell","R5","Pathogen","Frogeye leaf spot",3,1
2023,"17-Jul","Montgomery","Souderton","R2","Pathogen","Septoria brown spot",2,1
2023,"14-Jul","Northumberland","Riverside","R3","Pathogen","Septoria brown spot",1,1
2023,"11-Jul","Somerset","Berlin","V4","Pathogen","Frogeye leaf spot",1,1
2023,"11-Jul","Fayette","Smithfield","V5","Pathogen","Septoria brown spot",1,2
2023,"11-Jul","Potter","Genesee","V3-V4","Pathogen","Septoria brown spot",1,1
2018,"06-Jun","Mercer","","V2","Pathogen","Septoria brown spot",1,1
2020,"13-Jul","Montgomery","","R2","Pathogen","Septoria brown spot",1,1
2020,"13-Jul","Northumberland","Riverside","R2","Pathogen","Downy mildew",1,1
2020,"13-Jul","Northumberland","Riverside","R2","Pathogen","Frogeye leaf spot",1,1
2020,"13-Jul","Northumberland","Milton","R2","Pathogen","Downy mildew",1,2
2020,"13-Jul","Blair","Sinking Valley","R2","Pathogen","Phyllosticta leaf spot",1,1
2023,"09-Jun","Northumberland","Riverside","V3","Pathogen","Bacterial blight",1,1
2023,"15-Aug","Lancaster","Manheim","R5","Pathogen","Septoria brown spot",2,1
2023,"14-Aug","Centre","Bellefonte","R5","Pathogen","White mold",2,1
2023,"14-Aug","Centre","Bellefonte","R5","Pathogen","Downy mildew",1,1
2023,"14-Aug","Centre","Bellefonte","R5","Pathogen","Sudden death syndrome",1,1
2023,"14-Aug","Centre","Bellefonte","R5","Pathogen","Septoria brown spot",1,1
2023,"14-Aug","Montgomery","Souderton","R5","Pathogen","Septoria brown spot",1,1
2023,"14-Aug","Montgomery","Souderton","R5","Pathogen","Downy mildew",2,1
2023,"13-Aug","Cameron","Emporium","R2","Pathogen","Septoria brown spot",1,1
2023,"12-Aug","Mercer","Volant","R4","Pathogen","Downy mildew",1,1
2021,"14-Jun","Beaver","Fombell","V2","Pathogen","Bacterial blight",2,1
2021,"14-Jun","Blair","Williamsburg","V4","Pathogen","Phyllosticta leaf spot",1,1
2020,"15-Sept","Franklin","Lemasters","R7","Pathogen","Cercospora leaf blight",1,1
2020,"15-Sept","Perry","","R7","Pathogen","Phyllosticta leaf spot",4,1
2020,"14-Sept","Somerset","Berlin","R6","Pathogen","Frogeye leaf spot",1,1
2020,"14-Sept","Somerset","Berlin","R6","Pathogen","Septoria brown spot",1,1
2020,"14-Sept","Somerset","Berlin","R6","Pathogen","Cercospora leaf blight",1,1
2020,"14-Sept","Northumberland","Riverside","R6","Pathogen","Septoria brown spot",1,1
2020,"14-Sept","Northumberland","Milton","R7","Pathogen","Septoria brown spot",1,2
2020,"14-Sept","Northumberland","Milton","R7","Pathogen","Cercospora leaf blight",1,2
2020,"14-Sept","York","Hellam","R7","Pathogen","Septoria brown spot",1,1
2020,"14-Sept","York","Stewartstown","R7","Pathogen","Frogeye leaf spot",1,2
2020,"14-Sept","York","Stewartstown","R7","Pathogen","Sudden death syndrome",1,2
2020,"14-Sept","Centre","","R7","Pathogen","Frogeye leaf spot",1,1
2020,"14-Sept","Centre","","R7","Pathogen","Stem canker",3,1
2020,"14-Sept","Centre","","R7","Pathogen","Diaporthe/Phomopsis complex",1,1
2020,"14-Sept","Beaver","Fombell","R7","Pathogen","Cercospora leaf blight",3,1
2020,"14-Sept","Beaver","Fombell","R7","Pathogen","Frogeye leaf spot",2,1
2020,"14-Sept","Crawford","Woodcock","R7","Pathogen","Frogeye leaf spot",1,1
2022,"15-Aug","Lancaster","Manheim","R5","Pathogen","Septoria brown spot",2,1
2022,"15-Aug","Centre","Bellefonte; State College","R5","Pathogen","Downy mildew",1,1
2022,"15-Aug","Centre","Bellefonte; State College","R5","Pathogen","White mold",1,1
2022,"15-Aug","Somerset","Somerset","R4","Pathogen","Downy mildew",1,1
2022,"15-Aug","Montgomery","Souderton","R1","Pathogen","Septoria brown spot",2,1
2022,"15-Aug","Montgomery","Souderton","R1","Pathogen","Bacterial blight",2,1
2022,"15-Aug","Butler","Saxonburg","R3","Pathogen","Sudden death syndrome",1,1
2022,"12-Aug","Washington","Independence","R6","Pathogen","Sudden death syndrome",1,1
2019,"15-Jul","Lancaster","Landisville","R3","Pathogen","Septoria brown spot",1,1
2019,"15-Jul","Crawford","","V8","Pathogen","Septoria brown spot",1,1
2019,"15-Jul","Mckean","","V3","Pathogen","Septoria brown spot",1,1
2019,"15-Jul","Potter","Ellisburg","R1","Pathogen","Septoria brown spot",1,1
2019,"14-Jul","Potter","Galeton","R3","Pathogen","Septoria brown spot",1,1
2024,"11-Jul","Lebanon","East Hanover","R1","Pathogen","Stem canker",1,1
2020,"16-Jun","Lancaster","Manheim","V3.5","Pathogen","Pythium seedling blight",1,1
2020,"15-Jun","Northumberland","Stewartstown","V2","Pathogen","Septoria brown spot",1,2
2021,"20-Aug","Centre","Bellefonte","R5","Pathogen","Septoria brown spot",1,1
2021,"20-Aug","Centre","Bellefonte","R5","Pathogen","Downy mildew",1,1
2021,"20-Aug","Centre","Bellefonte","R5","Pathogen","White mold",1,1
2021,"20-Aug","Centre","Bellefonte","R5","Pathogen","Sudden death syndrome",1,1
2021,"17-Aug","Beaver","Fombell","R5","Pathogen","Frogeye leaf spot",1,1
2021,"17-Aug","Beaver","Fombell","R5","Pathogen","Cercospora leaf blight",1,1
2021,"17-Aug","Lancaster","Manheim; Lititz","R5","Pathogen","Septoria brown spot",1,1
2021,"17-Aug","Lancaster","Manheim; Lititz","R5","Pathogen","White mold",2,1
2021,"16-Aug","Cambria","Portage","R6","Pathogen","Bacterial blight",1,1
2021,"16-Aug","Cambria","Portage","R6","Pathogen","Frogeye leaf spot",1,1
2021,"16-Aug","Cambria","Portage","R6","Pathogen","Septoria brown spot",1,1
2021,"16-Aug","Bedford","New Paris","R6","Pathogen","Septoria brown spot",1,1
2021,"16-Aug","Bedford","New Paris","R6","Pathogen","Bacterial blight",1,1
2021,"16-Aug","Blair","Williamsburg","R6","Pathogen","Septoria brown spot",1,1
2021,"16-Aug","Blair","Williamsburg","R6","Pathogen","Downy mildew",1,1
2021,"16-Aug","Blair","Williamsburg","R6","Pathogen","Frogeye leaf spot",1,1
2021,"16-Aug","Montgomery","Souderton","R5","Pathogen","Downy mildew",3,1
2021,"16-Aug","Montgomery","Souderton","R5","Pathogen","Septoria brown spot",2,1
2021,"16-Aug","Montgomery","Souderton","R5","Pathogen","Cercospora leaf blight",1,1
2021,"16-Aug","Somerset","Berlin","R4","Pathogen","Downy mildew",1,1
2021,"16-Aug","Somerset","Berlin","R4","Pathogen","Frogeye leaf spot",1,1
2021,"15-Aug","Cameron","Emporium","R6","Pathogen","Septoria brown spot",1,1
2018,"16-Jul","Blair","","R3","Pathogen","Septoria brown spot",1,1
2018,"16-Jul","Blair","","R3","Pathogen","Phyllosticta leaf spot",1,1
2018,"16-Jul","Cambria","","R3","Pathogen","Septoria brown spot",1,1
2018,"16-Jul","Bucks","","R2","Pathogen","Septoria brown spot",1,1
2018,"16-Jul","Crawford","","V5","Pathogen","Septoria brown spot",1,1
2018,"16-Jul","Mckean","","V6","Pathogen","Pathogen",1,1
2018,"13-Jul","Lancaster","","R3","Pathogen","Septoria brown spot",1,1
2018,"13-Jul","Lebanon","","R2","Pathogen","Septoria brown spot",1,1
2018,"13-Jul","Lebanon","","R1","Pathogen","Septoria brown spot",1,1
2019,"17-Sept","Perry","","R6","Pathogen","Septoria brown spot",1,1
2019,"17-Sept","Bradford","","R7","Pathogen","Frogeye leaf spot",1,1
2019,"16-Sept","Centre","","R6","Pathogen","Frogeye leaf spot",1,1
2019,"16-Sept","Centre","","R6","Pathogen","Bacterial blight",1,1
2019,"16-Sept","Centre","","R6","Pathogen","White mold",1,1
2019,"16-Sept","Franklin","","R8","Pathogen","Diaporthe/Phomopsis complex",1,1
2019,"16-Sept","Crawford","","R6","Pathogen","Frogeye leaf spot",1,1
2019,"16-Sept","Crawford","","R6","Pathogen","Septoria brown spot",1,1
2020,"18-Aug","Beaver","Fombell","R4","Pathogen","Cercospora leaf blight",1,1
2020,"18-Aug","Beaver","Fombell","R4","Pathogen","Frogeye leaf spot",1,1
2020,"18-Aug","Lancaster","Manheim","R5","Pathogen","Frogeye leaf spot",1,1
2020,"18-Aug","Crawford","Woodcock","R5-R6","Pathogen","Frogeye leaf spot",1,1
2020,"18-Aug","Crawford","Woodcock","R5-R6","Pathogen","Septoria brown spot",1,1
2020,"18-Aug","Crawford","Woodcock","R5-R6","Pathogen","Sudden death syndrome",1,1
2020,"17-Aug","York","Stewartstown","R5","Pathogen","Frogeye leaf spot",1,2
2020,"17-Aug","Centre","","R5","Pathogen","Frogeye leaf spot",1,1
2020,"17-Aug","Centre","","R5","Pathogen","Downy mildew",1,1
2020,"17-Aug","Bradford","","R5","Pathogen","Septoria brown spot",1,1
2020,"17-Aug","Blair","Sinking Valley","R6","Pathogen","Septoria brown spot",1,1
2020,"17-Aug","Blair","Sinking Valley","R6","Pathogen","Anthracnose stem blight",1,1
2020,"17-Aug","Blair","Sinking Valley","R6","Pathogen","Bacterial blight",1,1
2020,"17-Aug","Cessna","Bedford","R5","Pathogen","Septoria brown spot",1,1
2020,"17-Aug","Cessna","Bedford","R5","Pathogen","Bacterial blight",1,1
2020,"17-Aug","Cambria","Loretto","R5","Pathogen","Septoria brown spot",1,1
2020,"17-Aug","Cambria","Loretto","R5","Pathogen","Downy mildew",1,1
2020,"17-Aug","Northumberland","Riverside","R5","Pathogen","Frogeye leaf spot",1,1
2020,"17-Aug","Northumberland","Riverside","R5","Pathogen","Septoria brown spot",1,1
2020,"17-Aug","Northumberland","Milton","R5","Pathogen","Frogeye leaf spot",1,2
2020,"17-Aug","Northumberland","Milton","R5","Pathogen","Septoria brown spot",1,2
2020,"17-Aug","Northumberland","Milton","R5","Pathogen","Downy mildew",1,2
2020,"17-Aug","Northumberland","Milton","R5","Pathogen","Sudden death syndrome",1,2
2020,"17-Aug","Potter","Oswayo","R5-R6","Pathogen","Septoria brown spot",1,1
2020,"17-Aug","Potter","Germania","R5-R6","Pathogen","Septoria brown spot",1,2
2020,"17-Aug","Montgomery","","R5","Pathogen","Septoria brown spot",1,1
2020,"17-Aug","Montgomery","","R5","Pathogen","Bacterial pustule",1,1
2020,"17-Aug","Montgomery","","R5","Pathogen","Downy mildew",1,1
2023,"17-Jul","Montgomery","Souderton","R2","Pathogen","Septoria brown spot",2,1
2023,"14-Jul","Northumberland","Riverside","R3","Pathogen","Septoria brown spot",1,1
2023,"11-Jul","Somerset","Berlin","V4","Pathogen","Frogeye leaf spot",1,1
2023,"11-Jul","Fayette","Smithfield","V5","Pathogen","Septoria brown spot",1,2
2023,"11-Jul","Potter","Genesee","V3-V4","Pathogen","Septoria brown spot",1,1
2019,"14-Jun","Northumberland","","R1","Pathogen","Bacterial blight",2,1
2019,"14-Jun","Northumberland","","R1","Pathogen","Septoria brown spot",1,1
2019,"14-Jun","Lancaster","","V3-V10","Pathogen","Septoria brown spot",2,1
2015,"06-Jul","Bradford","","V2-3","Pathogen","Septoria brown spot",1,1
2015,"06-Jul","Mckean","","V6","Pathogen","Septoria brown spot",1,1
2015,"06-Jul","Columbia","","V2","Pathogen","Cercospora leaf blight",1,1
2015,"06-Jul","Columbia","","V2","Pathogen","Septoria brown spot",1,1
2015,"06-Jul","Northumberland","","V5","Pathogen","Cercospora leaf blight",2,1
2015,"06-Jul","Northumberland","","V5","Pathogen","Septoria brown spot",1,1
2015,"06-Jul","Lebanon","Annville","R1","Pathogen","Septoria brown spot",1,1
2015,"06-Jul","Franklin","Greencastle","R1-R2","Pathogen","Septoria brown spot",2,1
2015,"06-Jul","Franklin","Greencastle","R1-R2","Pathogen","Bacterial blight",1,1
2015,"06-Jul","Franklin","Greencastle","R1-R2","Pathogen","Frogeye leaf spot",1,1
2015,"06-Jul","York","","R1","Pathogen","Downy mildew",1,1
2015,"05-Jun","Lebanon","Annville","V2-3","Pathogen","Downy mildew",1,2
2015,"13-Jun","Columbia","","V1","Pathogen","Septoria brown spot",3,1
2015,"13-Jun","Union","","V1","Pathogen","Septoria brown spot",1,1
2016,"19-Jul","Schuykill","","R2","Pathogen","Septoria brown spot",1,1
2016,"18-Jul","Potter","","V5","Pathogen","Cercospora leaf blight",1,1
2016,"18-Jul","Potter","","V5","Pathogen","Septoria brown spot",1,1
2016,"18-Jul","Potter","","V5","Pathogen","Downy mildew",1,1
2016,"18-Jul","Potter","","V5","Pathogen","Phyllosticta leaf spot",1,1
2016,"18-Jul","Mckean","","R1","Pathogen","Bacterial blight",1,1
2016,"18-Jul","Mckean","","R1","Pathogen","Septoria brown spot",1,1
2016,"18-Jul","Mckean","","R1","Pathogen","Frogeye leaf spot",1,1
2016,"18-Jul","Elk","","V5","Pathogen","Septoria brown spot",1,1
2016,"18-Jul","Elk","","V5","Pathogen","Downy mildew",1,1
2016,"18-Jul","Columbia","","R2","Pathogen","Bean pod mottle",2,1
2016,"14-Jun","York","","R2","Pathogen","Bacterial blight",1,1
2016,"27-Jun","Schuykill","","V3","Pathogen","Septoria brown spot",1,1
2016,"27-Jun","Mercer","","R1","Pathogen","Septoria brown spot",1,1
2016,"26-Jun","Mckean","","V3","Pathogen","Bacterial blight",1,1
2016,"26-Jun","Mckean","","V3","Pathogen","Septoria brown spot",1,1
2016,"26-Jun","Mckean","","V3","Pathogen","Frogeye leaf spot",1,1
2016,"09-Aug","Crawford","","R3","Pathogen","Soybean bacterial pustule",1,1
2016,"09-Aug","Lancaster","","R3","Pathogen","Septoria brown spot",1,1
2016,"09-Aug","Lancaster","","R3","Pathogen","Frogeye leaf spot",1,1
2016,"08-Aug","Potter","","R2","Pathogen","Phyllosticta leaf spot",1,1
2016,"08-Aug","Potter","","R2","Pathogen","Bacterial blight",1,1
2016,"08-Aug","Potter","","R2","Pathogen","Bacterial blight",1,2
2016,"08-Aug","Schuykill","","R4","Pathogen","Septoria brown spot",1,1
2016,"04-Aug","York","","R4-5","Pathogen","Bacterial blight",2,1
2017,"21-Aug","Armstrong","","R4","Pathogen","Septoria brown spot",1,1
2017,"21-Aug","Armstrong","","R4","Pathogen","Frogeye leaf spot",1,1
2017,"21-Aug","Crawford","","R5","Pathogen","Septoria brown spot",1,1
2017,"21-Aug","Northumberland","","R5","Pathogen","Downy mildew",1,1
2017,"20-Aug","Elk","","R3","Pathogen","Frogeye leaf spot",1,1
2017,"20-Aug","Jefferson","","R2","Pathogen","Frogeye leaf spot",1,1
2017,"20-Aug","Jefferson","","R2","Pathogen","Bacterial blight",1,1
2017,"17-Aug","Clinton","Mill Hall","R3-4","Pathogen","Downy mildew",1,2
2018,"10-Jul","Blair","","R1","Pathogen","Septoria brown spot",1,1
2018,"10-Jul","Bedford","","R3","Pathogen","Frogeye leaf spot",1,1
2018,"10-Jul","Bucks","","R2","Pathogen","Soybean bacterial pustule",2,1
2018,"09-Jul","Butler","","R1","Pathogen","Septoria brown spot",2,1
2018,"09-Jul","Cambria","","R2","Pathogen","Septoria brown spot",1,1
2018,"09-Jul","Crawford","","V5","Pathogen","Septoria brown spot",1,1
2018,"09-Jul","Lancaster","","R1","Pathogen","Septoria brown spot",1,1
2018,"09-Jul","Mercer","","R1","Pathogen","Septoria brown spot",1,1
2018,"09-Jul","Lebanon","","R2","Pathogen","Septoria brown spot",1,1
2018,"09-Jul","Centre","","V4","Pathogen","Frogeye leaf spot",1,1
2024,"09-Sept","Lancaster","","R6","Pathogen","Septoria brown spot",3,1
2024,"09-Sept","Bedford","","R5","Pathogen","Septoria brown spot",1,1
2024,"09-Sept","Bedford","","R5","Pathogen","Frogeye leaf spot",1,1
2024,"09-Sept","Somerset","Shanksville","R5","Pathogen","Septoria brown spot",1,1
2024,"09-Sept","Somerset","Shanksville","R5","Pathogen","Frogeye leaf spot",1,1
2024,"29-Aug","Centre","Bellefonte","R6","Pathogen","Downy mildew",1,1
2024,"30-Aug","York","East York","R5","Pathogen","Downy mildew",1,1
2024,"29-Aug","Franklin","Altenwald","R7","Pathogen","Downy mildew",1,1
2024,"28-Aug","Cumberland","Newburg","R5","Pathogen","Septoria brown spot",1,1
2024,"28-Aug","Cumberland","Newburg","R5","Pathogen","Bacterial blight",1,1
2024,"28-Aug","Cumberland","Newburg","R5","Pathogen","Downy mildew",1,1
2018,"11-Sept","Bradford","","R6","Pathogen","Septoria brown spot",2,1
2018,"11-Sept","Bradford","","R6","Pathogen","Frogeye leaf spot",1,1
2018,"11-Sept","Bradford","","R6","Pathogen","White mold",1,1
2018,"11-Sept","Crawford","","R6","Pathogen","Septoria brown spot",1,1
2018,"07-Sept","Centre","","R6","Pathogen","Alfalfa mosaic virus",1,1
2018,"07-Sept","Centre","","R6","Pathogen","Frogeye leaf spot",1,1
2018,"07-Sept","Centre","","R6","Pathogen","Downy mildew",1,1
2018,"07-Sept","Centre","","R6","Pathogen","Sudden death syndrome",1,1
2018,"07-Sept","Mercer","","R7","Pathogen","Frogeye leaf spot",1,1
2018,"07-Sept","Mercer","","R7","Pathogen","Septoria brown spot",1,1
2018,"07-Sept","Mercer","","R7","Pathogen","Sudden death syndrome",1,1
2018,"06-Sept","Union","","R6","Pathogen","Downy mildew",1,1
2018,"06-Sept","Union","","R6","Pathogen","Septoria brown spot",1,1
2018,"06-Sept","Northumberland","","R7","Pathogen","Soybean mosaic",1,1
2018,"06-Sept","Northumberland","","R7","Pathogen","Frogeye leaf spot",1,1
2021,"13-Jul","Montgomery","Souderton","R2","Pathogen","Septoria brown spot",1,1
2021,"13-Jul","Montgomery","Souderton","R2","Pathogen","Cercospora leaf blight",1,1
2021,"12-Jul","Cambria","Portage","R2","Pathogen","Septoria brown spot",1,1
2021,"12-Jul","Bedford","New Paris","R2","Pathogen","Septoria brown spot",1,1
2021,"12-Jul","Blair","Williamsburg","R1","Pathogen","Septoria brown spot",1,1
2021,"12-Jul","Northumberland","Riverside","R3","Pathogen","Septoria brown spot",1,1
2017,"24-Jun","Elk","Kersey","V2","Pathogen","Bacterial blight",1,1
2017,"08-Aug","Armstrong","","R3","Pathogen","Septoria brown spot",1,1
2017,"08-Aug","Armstrong","","R3","Pathogen","Frogeye leaf spot",1,1
2017,"08-Aug","Crawford","","R2-R3","Pathogen","Septoria brown spot",1,1
2017,"07-Aug","Elk","","R2","Pathogen","Septoria brown spot",1,1
2017,"07-Aug","Jefferson","","R1","Pathogen","Frogeye leaf spot",1,1
2017,"07-Aug","Jefferson","","R1","Pathogen","Bacterial blight",2,1
2017,"07-Aug","Mckean","","R1","Pathogen","Septoria brown spot",1,1
2017,"07-Aug","Mckean","","R1","Pathogen","Bacterial blight",1,1
2017,"02-Aug","York","Stewartstown","R4","Pathogen","Septoria brown spot",1,1
2017,"02-Aug","York","Stewartstown","R4","Pathogen","Frogeye leaf spot",1,1
2017,"02-Aug","York","Stewartstown","R4","Pathogen","Downy mildew",1,1
2017,"02-Aug","York","Stewartstown","R3","Pathogen","Downy mildew",1,1
2017,"02-Aug","York","Windsor","R4-R5","Pathogen","Downy mildew",1,1
2017,"08-Aug","Cambria","Loretto","R4-R5","Pathogen","Frogeye leaf spot",1,1
2017,"08-Aug","Cambria","Loretto","R4-R5","Pathogen","Bacterial blight",1,1
2017,"08-Aug","Blair","Martinsburg","R4","Pathogen","Septoria brown spot",1,1
2019,"09-Sept","Adams","","R7","Pathogen","Diaporthe/Phomopsis complex",4,1
2019,"09-Sept","York","","R6","Pathogen","Sudden death syndrome",5,1
2019,"09-Sept","Crawford","","R6","Pathogen","Frogeye leaf spot",1,1
2019,"09-Sept","Crawford","","R6","Pathogen","Septoria brown spot",1,1
2019,"08-Sept","Potter","","R6","Pathogen","Frogeye leaf spot",2,1
2019,"08-Sept","Potter","Ellisburg","R6","Pathogen","Septoria brown spot",2,1
2019,"08-Sept","Potter","Galeton","R6","Pathogen","Frogeye leaf spot",2,1
2019,"08-Sept","Potter","Galeton","R6","Pathogen","Septoria brown spot",2,1
2019,"08-Sept","Mckean","","R6","Pathogen","Septoria brown spot",1,1
2019,"08-Sept","Mckean","","R6","Pathogen","Frogeye leaf spot",2,1
2019,"03-Sept","Montgomery","","R6","Pathogen","Frogeye leaf spot",1,1
2019,"03-Sept","Montgomery","","R6","Pathogen","Septoria brown spot",1,1
2019,"03-Sept","Bradford","","R6","Pathogen","Frogeye leaf spot",1,1
2019,"03-Sept","Bradford","","R6","Pathogen","Frogeye leaf spot",1,1
2022,"12-Jul","Washington","","R2","Pathogen","Sudden death syndrome",1,1
2022,"12-Jul","Washington","","R2","Pathogen","Brown stem rot",1,1
2022,"11-Jul","Lancaster","Manheim","R2","Pathogen","Septoria brown spot",1,1
2022,"11-Jul","Butler","South Saxonburg","R1","Pathogen","Cercospora leaf blight",1,1
2022,"11-Jul","Butler","North Saxonburg","V7","Pathogen","Septoria brown spot",1,1
2022,"11-Jul","Northumberland","Rushtown","R3","Pathogen","Soybean vein necrosis",1,1
2022,"11-Jul","Adams","Littlestown","R3","Pathogen","Downy mildew",1,1
2022,"08-Jul","Chester","Parkesburg","R2","Pathogen","Septoria brown spot",1,1
2022,"13-Sept","Centre","Bellefonte and State college","R6","Pathogen","Downy mildew",1,1
2022,"13-Sept","Centre","Bellefonte and State college","R6","Pathogen","White mold",1,1
2022,"13-Sept","Centre","Bellefonte and State college","R6","Pathogen","Stem canker",1,1
2022,"12-Sept","Lancaster","Manheim","R7","Pathogen","Septoria brown spot",2,1
2022,"12-Sept","Butler","North of Saxonburg","R7","Pathogen","Septoria brown spot",2,1
2022,"12-Sept","Butler","North of Saxonburg","R7","Pathogen","White mold",1,1
2022,"12-Sept","Butler","North of Saxonburg","R7","Pathogen","Frogeye leaf spot",1,1
